HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Average Medicare Allowed Amount,Average Medicare Payment Amount,Average Medicare Standardized Payment Amount
31513,Vocal cord injection using an endoscope,N,O,48,213,140,203,651.98,108.53,80.52,79.81
31515,Aspiration of voice box using an endoscope,N,F,296,495,477,495,488.63,81.84,63.61,63.76
31515,Aspiration of voice box using an endoscope,N,O,43,105,95,105,473.46,173.81,130.78,130.84
31525,Diagnostic examination of voice box using an endoscope,N,F,2108,10855,10030,10854,588.53,157.23,122.19,119.66
31525,Diagnostic examination of voice box using an endoscope,N,O,229,3751,2926,3751,508.33,254.90,192.87,192.46
31526,Diagnostic examination of voice box using an endoscope with operating microscope or telescope,N,F,998,2110,2004,2110,900.65,146.68,112.71,113.80
31526,Diagnostic examination of voice box using an endoscope with operating microscope or telescope,N,O,33,42,40,42,637.20,136.87,102.81,104.78
31527,Insertion of device to close opening to voice box using an endoscope,N,F,13,41,36,41,826.95,144.17,111.79,110.74
31528,Dilation of the voice box using an endoscope,N,F,291,609,540,609,690.53,118.19,91.30,90.52
31529,Dilation of the voice box using an endoscope,N,F,168,430,326,430,816.43,127.72,99.11,98.47
31530,Removal of foreign body from voice box using an endoscope,N,F,255,334,295,334,799.29,203.52,156.56,158.07
31530,Removal of foreign body from voice box using an endoscope,N,O,7,13,12,13,504.01,202.89,158.81,161.40
31531,Removal of foreign body from voice box using an endoscope with operating microscope or telescope,N,F,123,175,173,175,1011.89,219.40,167.49,170.70
31531,Removal of foreign body from voice box using an endoscope with operating microscope or telescope,N,O,12,12,12,12,585.20,204.97,149.58,146.01
31535,Biopsy of voice box using an endoscope,N,F,3064,7865,7676,7861,1193.32,278.10,213.70,219.37
31535,Biopsy of voice box using an endoscope,N,O,101,142,139,142,869.32,180.03,137.60,139.51
31536,Biopsy of voice box using an endoscope with operating microscope or telescope,N,F,3463,8982,8720,8974,1405.39,316.33,243.26,251.09
31536,Biopsy of voice box using an endoscope with operating microscope or telescope,N,O,105,137,136,137,807.51,192.27,147.31,151.50
31540,Removal of growth of tongue and/or vocal cord stripping using an endoscope,N,F,615,895,866,895,1862.63,427.51,329.67,336.53
31540,Removal of growth of tongue and/or vocal cord stripping using an endoscope,N,O,16,27,26,27,1571.85,254.46,193.21,195.51
31541,Removal of growth of tongue and/or vocal cord stripping using an endoscope with operating microscope or telescope,N,F,3336,9162,8382,9151,1753.08,377.72,290.08,296.94
31541,Removal of growth of tongue and/or vocal cord stripping using an endoscope with operating microscope or telescope,N,O,106,259,214,259,1026.54,275.35,209.31,204.63
31545,Removal of vocal cord growths with tissue flap repair using an endoscope with operating microscope or telescope,N,F,534,1013,967,1011,1819.46,453.19,349.98,354.77
31545,Removal of vocal cord growths with tissue flap repair using an endoscope with operating microscope or telescope,N,O,17,31,27,31,1223.41,374.16,283.78,305.46
31546,Removal of vocal cord growths with tissue flap repair using an endoscope with operating microscope or telescope,N,F,13,16,16,16,2095.34,691.49,542.13,533.87
31560,Removal of cartilage attaching voice box using an endoscope,N,F,14,16,16,16,1528.86,409.78,321.27,291.80
31561,Removal of cartilage attaching voice box using an endoscope with operating microscope or telescope,N,F,101,164,148,164,1615.60,339.44,253.07,265.23
31570,Injection of vocal cords using an endoscope,N,F,493,1096,1011,1096,1553.40,326.83,251.06,253.43
31570,Injection of vocal cords using an endoscope,N,O,142,1051,689,1051,1034.04,357.36,272.68,264.09
31571,Injection of vocal cords using an endoscope with operating microscope or telescope,N,F,1598,5640,4975,5640,1527.90,304.71,234.65,234.28
31571,Injection of vocal cords using an endoscope with operating microscope or telescope,N,O,113,357,317,357,1120.02,251.63,190.90,191.84
31575,Diagnostic examination of voice box using flexible endoscope,N,F,7111,89738,72417,89685,329.14,77.73,57.59,57.31
31575,Diagnostic examination of voice box using flexible endoscope,N,O,9454,555429,444483,555416,300.87,114.03,84.48,84.98
31576,Biopsy of voice box using a flexible endoscope,N,F,205,362,351,362,791.93,125.10,96.69,95.28
31576,Biopsy of voice box using a flexible endoscope,N,O,208,395,386,395,743.57,227.36,173.41,169.15
31577,Removal of foreign body from voice box using a flexible endoscope,N,F,79,84,82,84,813.29,150.04,116.84,113.46
31577,Removal of foreign body from voice box using a flexible endoscope,N,O,45,56,50,56,788.72,263.27,198.91,184.90
31578,Removal of growth from voice box using a flexible endoscope,N,F,64,185,140,185,1134.84,185.53,138.70,136.48
31578,Removal of growth from voice box using a flexible endoscope,N,O,33,167,122,167,793.57,286.44,215.52,213.31
31579,Examination to assess movement of vocal cord flaps using an endoscope,N,F,289,10738,8112,10738,679.62,147.11,108.09,107.61
31579,Examination to assess movement of vocal cord flaps using an endoscope,N,O,1851,64890,49494,64888,614.56,216.65,163.28,161.50
31580,Repair of congenital vocal cord defect,N,F,18,21,20,21,3370.43,1109.06,824.65,845.38
31582,Release of voice box cartilage,N,F,19,37,33,37,5659.96,1861.44,1445.95,1499.80
31584,Incision of voice box to repair thyroid cartilage fracture,N,F,23,23,23,23,4461.60,1351.21,1053.69,1065.71
31587,Repair of split in the voice box cartilage,N,F,12,17,17,17,4119.35,807.78,632.35,618.85
31588,General repair of voice box,N,F,491,1403,1341,1403,5057.15,1155.08,892.60,895.76
31588,General repair of voice box,N,O,19,33,33,33,4400.27,1125.45,867.74,842.59
31599,Voice box procedure,N,F,225,1083,911,1079,2182.65,466.38,361.41,366.38
31599,Voice box procedure,N,O,51,370,295,368,2515.35,351.85,273.83,273.97
31600,Opening of windpipe through neck for insertion of breathing tube,N,F,9493,29413,29032,29403,1261.33,390.64,303.74,305.98
31600,Opening of windpipe through neck for insertion of breathing tube,N,O,31,47,45,47,1258.17,395.52,308.40,308.41
31603,Emergent surgical opening of windpipe through neck for insertion of breathing tube,N,F,827,1012,1004,1012,949.33,217.67,168.62,168.68
31605,Emergent surgical opening of windpipe for insertion of breathing tube,N,F,265,303,298,303,742.98,180.46,140.59,133.00
31610,Creation of permanent opening of windpipe for breathing,N,F,664,1779,1774,1779,2279.33,666.71,518.21,518.51
31611,Creation of opening of windpipe and with insertion of speech prosthesis,N,F,436,859,790,859,2049.31,411.23,317.96,325.92
31611,Creation of opening of windpipe and with insertion of speech prosthesis,N,O,26,49,36,49,1542.96,532.55,410.88,428.13
31612,"Puncture of neck and windpipe cartilage for aspiration and/or injection, accessed through the skin",N,F,90,151,139,151,347.21,87.88,68.88,68.06
31612,"Puncture of neck and windpipe cartilage for aspiration and/or injection, accessed through the skin",N,O,6,33,24,33,273.27,45.92,35.96,35.87
31613,Revision of permanent opening of windpipe for breathing,N,F,671,871,823,871,1316.55,445.45,344.94,349.17
31613,Revision of permanent opening of windpipe for breathing,N,O,49,58,54,58,1222.29,449.97,349.58,360.01
31614,Revision of permanent opening of windpipe for breathing,N,F,222,268,260,268,2558.57,711.12,552.68,552.93
31615,Examination of windpipe and lung airways through permanent skin opening to windpipe using an endoscope,N,F,2509,8112,6023,8109,540.62,122.13,93.95,92.77
31615,Examination of windpipe and lung airways through permanent skin opening to windpipe using an endoscope,N,O,1403,6789,3577,6789,534.30,182.32,137.30,136.73
31622,Diagnostic examination of lung airways using an endoscope,N,F,11726,63160,57692,63128,704.50,128.52,99.49,99.32
31622,Diagnostic examination of lung airways using an endoscope,N,O,292,1203,915,1203,831.67,292.48,222.01,225.43
31623,Examination of lung airways using an endoscope,N,F,5395,30764,29856,30720,644.52,28.42,21.94,22.00
31623,Examination of lung airways using an endoscope,N,O,107,185,183,185,1267.75,118.92,91.42,92.38
31624,Irrigation and suction of lung airways to obtain cells using an endoscope,N,F,11684,112830,103384,112685,686.53,98.58,76.29,76.99
31624,Irrigation and suction of lung airways to obtain cells using an endoscope,N,O,210,458,441,458,938.47,179.28,136.63,140.53
31625,Biopsy of lung airways using an endoscope,N,F,6100,21904,21220,21903,746.78,137.08,105.98,107.41
31625,Biopsy of lung airways using an endoscope,N,O,109,151,148,151,785.04,296.09,229.57,231.33
31626,Insertion of radiation therapy markers into lung airways using an endoscope,N,F,590,2437,2395,2437,918.22,163.02,126.07,127.35
31627,Computer-assisted image-guided navigation of lung airways using an endoscope,N,F,1549,9996,9762,9988,1344.42,99.53,77.40,78.63
31627,Computer-assisted image-guided navigation of lung airways using an endoscope,N,O,27,46,45,46,2202.92,889.36,695.29,743.04
31628,Biopsy of one lobe of lung using an endoscope,N,F,5388,33779,32015,33777,864.48,157.76,121.50,122.37
31628,Biopsy of one lobe of lung using an endoscope,N,O,103,179,176,179,1468.30,312.07,242.64,251.07
31629,"Needle biopsy of windpipe cartilage, airway, and/or lung using an endoscope",N,F,3062,16213,15931,16213,1119.41,166.08,128.50,123.96
31629,"Needle biopsy of windpipe cartilage, airway, and/or lung using an endoscope",N,O,58,86,84,86,1183.88,330.41,253.59,273.11
31630,Treatment of windpipe cartilage fracture or dilation of windpipe cartilage using an endoscope,N,F,767,2875,2005,2870,923.83,140.86,108.24,101.69
31631,Insertion of stents into windpipe using an endoscope,N,F,271,525,463,523,1020.05,193.82,149.16,140.12
31632,Biopsy of lung using an endoscope,N,F,1009,3818,3253,3595,243.50,50.49,38.99,40.01
31632,Biopsy of lung using an endoscope,N,O,13,18,18,18,196.41,68.69,53.65,55.36
31633,Needle biopsy of lung using an endoscope,N,F,729,2904,2629,2649,281.12,64.96,50.39,51.45
31633,Needle biopsy of lung using an endoscope,N,O,10,12,11,11,296.38,84.04,65.68,66.34
31634,Examination of lung airways with repair of air leak using an endoscope,N,F,92,123,113,123,2453.29,191.30,149.49,147.79
31635,Removal of foreign body in lung airways using an endoscope,N,F,1374,2663,2415,2645,879.92,172.32,132.93,133.47
31635,Removal of foreign body in lung airways using an endoscope,N,O,13,23,22,22,746.20,310.49,233.39,229.66
31636,Insertion of stents in lung airways using an endoscope,N,F,343,779,707,779,913.43,153.88,118.73,103.66
31637,Insertion of stent in lung airways using an endoscope,N,F,61,104,92,96,318.61,77.72,60.21,60.22
31638,Revision of previously inserted stent in lung airways using an endoscope,N,F,160,357,277,357,1147.38,232.42,176.28,169.30
31640,Removal of growth in lung airways using an endoscope,N,F,366,918,784,917,1082.54,212.23,162.48,151.70
31641,Destruction of growth or narrowing of lung airway using an endoscope,N,F,876,4346,3239,4339,1285.87,266.08,205.12,207.78
31641,Destruction of growth or narrowing of lung airway using an endoscope,N,O,19,35,29,35,1267.71,268.98,206.52,202.42
31643,Insertion of catheters for radiation delivery in lung airway using an endoscope,N,F,106,236,137,236,749.26,170.17,131.12,131.99
31645,Aspiration of lung secretions from lung airways using an endoscope,N,F,4970,32287,28078,32280,665.35,144.58,112.08,112.44
31645,Aspiration of lung secretions from lung airways using an endoscope,N,O,37,70,68,70,969.06,188.56,145.98,143.41
31646,Aspiration of lung secretions from lung airways using an endoscope,N,F,1307,4236,3129,4207,605.81,126.98,98.69,98.98
31647,"Assessment of air leak, airway sizing, and insertion of bronchial valves in lung airways using an endoscope",N,F,151,278,250,278,725.95,219.33,171.06,170.78
31648,Removal of bronchial valves in lung airways using an endoscope,N,F,101,137,128,137,756.62,182.95,141.91,137.50
31649,Removal of bronchial valves in lung airways using an endoscope,N,F,29,39,30,30,262.59,71.41,55.92,56.42
31651,"Assessment of air leak, airway sizing, and insertion of bronchial valves in lung airways using an endoscope",N,F,54,94,69,74,236.43,81.77,64.04,64.28
31652,Examination of lung airways using an endoscope with imaging guidance and ultrasound,N,F,2917,20204,19966,20196,1379.46,229.04,177.81,180.75
31652,Examination of lung airways using an endoscope with imaging guidance and ultrasound,N,O,71,151,150,151,1875.96,571.15,438.56,510.57
31653,Examination of lung airways using an endoscope with imaging guidance and ultrasound,N,F,1660,7842,7794,7842,1471.83,261.23,202.72,205.12
31653,Examination of lung airways using an endoscope with imaging guidance and ultrasound,N,O,30,47,47,47,1978.58,667.36,520.35,574.43
31654,Examination of lung airways using an endoscope with imaging guidance and ultrasound,N,F,1075,5602,5514,5602,301.92,69.62,54.15,54.82
31660,Thermal repair of lung airways using an endoscope,N,F,160,413,256,413,713.87,213.94,163.65,167.38
31661,Thermal repair of lung airways using an endoscope,N,F,129,212,195,212,895.11,221.37,170.21,173.57
31717,Insertion of catheter into airway of lung for brush biopsy,N,F,10,125,108,125,249.80,56.46,42.15,44.67
31720,Insertion of catheter for suction of secretions,N,F,17,42,35,42,148.01,53.10,41.54,39.91
31725,Insertion of catheter into windpipe and lung airways for removal of secretions at bedside using an endoscope,N,F,89,244,207,244,168.24,81.64,62.66,65.37
31730,"Insertion into windpipe of needle wire, dilator, stent, or tube for oxygen delivery",N,F,283,757,731,756,1343.37,123.21,96.25,92.55
31750,Repair of windpipe cartilage,N,F,98,199,189,199,5164.85,1153.18,893.06,811.89
31755,Creation of drainage tract from throat to windpipe,N,F,9,12,12,12,3850.03,1667.51,1302.88,1330.34
31760,Repair of windpipe cartilage by insertion of splint or graft,N,F,26,45,44,45,5384.69,1190.23,933.14,808.76
31770,Repair of lung airway,N,F,38,84,65,68,4954.38,677.38,530.49,460.04
31780,Repair of narrowed area of windpipe cartilage,N,F,82,103,101,103,4421.46,957.44,729.55,717.28
31781,Repair of narrowed area of windpipe cartilage,N,F,27,44,38,44,4183.83,1221.76,957.21,921.05
31785,Removal of windpipe cartilage growth,N,F,92,104,103,104,4230.37,739.21,578.65,547.94
31786,"Removal of windpipe cartilage growth, open chest procedure",N,F,12,12,12,12,5796.92,1354.50,1061.93,1013.98
31800,Suture of wound or injury to windpipe cartilage,N,F,50,51,50,51,2383.88,617.28,483.01,468.97
31805,Suture of wound or injury to windpipe cartilage,N,F,26,26,26,26,2985.67,547.52,429.26,375.01
31820,Closure of permanent windpipe opening or abnormal drainage tract,N,F,243,276,271,276,1270.19,328.22,253.09,263.40
31820,Closure of permanent windpipe opening or abnormal drainage tract,N,O,39,43,41,43,921.97,416.13,325.65,341.36
31825,Plastic repair and closure of permanent windpipe opening or abnormal drainage tract,N,F,183,203,203,203,1684.12,460.96,351.72,361.37
31825,Plastic repair and closure of permanent windpipe opening or abnormal drainage tract,N,O,15,15,15,15,1386.60,592.03,452.40,473.14
31830,Revision of permanent windpipe opening scar,N,F,115,127,122,127,1304.76,327.06,252.40,250.62
31830,Revision of permanent windpipe opening scar,N,O,13,14,13,14,985.78,374.36,293.50,299.18
31899,Windpipe or lung airway procedure,N,F,212,440,381,437,1329.34,245.74,191.48,193.16
31899,Windpipe or lung airway procedure,N,O,13,27,20,27,343.34,67.82,52.88,53.18
32035,Removal of rib with creation of tract for drainage of infected material,N,F,105,113,112,113,2477.09,515.66,396.58,400.88
32036,Removal of rib with creation of open flap tract for drainage of infected material from lung,N,F,160,180,173,180,2476.71,581.53,452.69,439.52
32096,Opening in chest with biopsy of fluid collection in one lung,N,F,430,557,554,555,2024.64,567.50,440.67,440.87
32097,Opening in chest with biopsy of growths in one lung,N,F,742,1038,1031,1033,2118.73,517.85,402.40,408.98
32098,Opening in chest with biopsy of lung lining,N,F,411,498,496,496,2082.04,470.13,365.93,368.18
32100,Incision and exploration of chest cavity,N,F,656,936,922,935,2893.50,555.29,430.18,423.89
32110,Repair of traumatic tear in lung and/or control of bleeding,N,F,406,460,449,457,4227.10,1051.10,820.67,793.02
32120,Incision of chest cavity for complication after surgery,N,F,567,710,684,707,2422.94,529.95,412.18,373.79
80162,Digoxin level,N,F,14,2080,1105,2080,41.54,18.09,17.72,17.72
32124,Opening in chest with release of lung lining,N,F,438,1188,1179,1187,2536.59,450.48,350.45,341.36
32140,Opening in chest with removal of lung cysts,N,F,34,35,35,35,2300.24,663.21,515.72,511.09
32141,Removal of air sac of lung,N,F,326,393,385,392,3543.85,1039.68,803.21,809.46
32150,Removal of foreign body or clot protein deposit in lung lining,N,F,257,357,349,354,2840.40,670.39,523.54,505.86
32151,Removal of foreign body in lung,N,F,25,28,28,28,2313.65,742.86,581.85,605.67
32160,Massage of heart muscle through chest cavity,N,F,344,383,377,379,2499.74,454.87,351.61,323.57
32200,"Drainage of infected lung material or cyst, open procedure",N,F,71,76,76,76,2733.90,679.65,531.41,534.05
32215,Creation of scarring on surface of lung,N,F,81,114,112,114,1829.25,435.24,334.22,333.03
32220,Removal of lung lining for lung expansion,N,F,1607,3049,3019,3043,3928.25,1194.65,928.72,945.70
32225,Partial removal of lung lining for lung expansion,N,F,706,913,902,912,2732.25,708.17,550.96,555.59
32310,Removal of chest cavity lining,N,F,167,228,225,228,2681.64,513.48,402.23,384.42
32320,Removal of chest cavity and lung lining,N,F,531,899,894,898,4447.64,1240.80,963.81,946.34
32400,"Needle biopsy of lining of lung, accessed through the skin",N,F,840,1165,1147,1153,407.81,82.73,64.05,63.67
32400,"Needle biopsy of lining of lung, accessed through the skin",N,O,16,21,20,21,449.63,131.32,102.66,101.27
32405,"Needle biopsy of lung or chest tissue, accessed through the skin",N,F,7562,65934,64818,65733,505.81,102.82,79.36,79.47
32405,"Needle biopsy of lung or chest tissue, accessed through the skin",N,O,272,1662,1628,1660,838.34,374.33,290.13,294.30
32440,Removal of lung,N,F,496,638,638,638,4599.92,1156.99,898.07,899.36
32442,Removal of lung and portion of windpipe cartilage,N,F,11,11,11,11,7709.83,2354.33,1845.79,1933.57
32445,Removal of lung and chest cavity lining,N,F,51,59,59,59,8502.99,2518.12,1970.15,1887.35
32480,Removal of one lobe of lung,N,F,2761,9472,9443,9467,3872.86,1098.09,852.01,855.06
32480,Removal of one lobe of lung,N,O,17,17,17,17,3796.64,1081.82,846.65,853.56
32482,Removal of two lobes of lung,N,F,556,693,692,693,4439.02,1196.94,931.16,923.22
32484,Removal of a segment of lung tissue,N,F,562,921,902,903,3878.23,1069.98,834.57,820.35
32486,Removal portion of lung tissue and segment of lung airway,N,F,107,133,132,133,6960.89,2023.21,1576.57,1581.04
32488,Removal of remaining lung after prior lung surgery,N,F,79,89,89,89,6619.58,1849.78,1405.27,1432.45
32491,Removal of a lung segment to reduce lung volume,N,F,16,24,24,24,5105.00,1404.42,1070.56,1190.55
32501,Repair of lung airway with lung segment removal,N,F,153,193,193,193,812.61,187.06,145.96,148.61
32503,Removal of lung growth and chest wall,N,F,74,80,80,80,5407.92,1452.15,1134.29,1079.32
32504,Removal of lung growth and repair of chest wall,N,F,66,83,83,83,6626.22,1600.26,1253.10,1177.48
32505,Opening in chest with partial removal of lung tissue,N,F,1550,3055,3043,3051,2633.10,609.61,473.79,471.76
32506,Opening in chest with partial removal of lung tissue,N,F,381,667,524,524,611.40,137.39,107.03,106.99
32507,Partial removal of lung tissue for diagnostic examination,N,F,384,599,595,595,463.05,121.47,93.39,96.71
32540,Removal of infected material between lung and chest wall,N,F,102,190,185,188,4640.83,1340.23,1048.65,1017.67
32550,Insertion of permanent catheter for drainage of lung fluid,N,F,4805,14857,14071,14561,1429.17,229.74,178.88,179.75
32550,Insertion of permanent catheter for drainage of lung fluid,N,O,88,129,126,128,1735.01,585.87,458.87,495.40
32551,"Removal of fluid from between lung and chest cavity, open procedure",N,F,17135,35535,33439,34766,664.55,164.09,127.49,126.87
32551,"Removal of fluid from between lung and chest cavity, open procedure",N,O,41,62,61,62,682.62,157.86,121.23,128.22
32552,Removal of tunneled catheter in lung lining,N,F,2215,4008,3859,3951,578.47,155.20,120.19,119.80
32552,Removal of tunneled catheter in lung lining,N,O,387,709,686,697,582.50,177.47,134.62,137.55
32553,"Insertion of devices in chest cavity for radiation therapy guidance, accessed through the skin",N,F,503,1576,1545,1575,946.23,196.87,152.52,148.69
32553,"Insertion of devices in chest cavity for radiation therapy guidance, accessed through the skin",N,O,24,73,71,73,1437.54,466.44,365.56,372.59
32554,Removal of fluid from chest cavity,N,F,5543,16170,14145,16048,705.12,88.86,68.91,68.99
32554,Removal of fluid from chest cavity,N,O,510,1795,1174,1785,999.33,192.88,148.63,152.86
32555,Removal of fluid from chest cavity with imaging guidance,N,F,18053,207346,175973,205299,609.13,113.55,88.05,87.86
32555,Removal of fluid from chest cavity with imaging guidance,N,O,1235,6243,4481,6204,1180.26,272.55,210.53,213.31
32556,"Removal of fluid from chest cavity with insertion of indwelling catheter, accessed through the skin",N,F,1627,3462,3196,3406,837.09,119.42,92.43,91.20
32556,"Removal of fluid from chest cavity with insertion of indwelling catheter, accessed through the skin",N,O,64,154,115,154,922.43,470.72,352.36,424.51
32557,"Removal of fluid from chest cavity with insertion of indwelling catheter and imaging guidance, accessed through the skin",N,F,6872,35340,32729,34673,894.04,155.18,120.69,120.76
32557,"Removal of fluid from chest cavity with insertion of indwelling catheter and imaging guidance, accessed through the skin",N,O,150,622,419,620,1782.61,480.03,365.50,389.42
32560,Catheter instillation of agent onto lung surface,N,F,983,1725,1524,1724,512.39,73.17,57.08,56.90
32561,Catheter instillations of agent onto lung lining to break up scar tissue,N,F,931,1718,1585,1709,296.58,63.79,49.65,49.23
32561,Catheter instillations of agent onto lung lining to break up scar tissue,N,O,10,17,13,17,263.41,70.34,50.90,49.88
32562,Catheter instillations of agent onto lung lining to break up scar tissue,N,F,521,1326,899,1325,226.32,61.29,47.91,47.57
32601,"Diagnostic examination of lungs, heart sac, mid-chest cavity, or lung lining using an endoscope",N,F,804,1549,1517,1549,1274.93,237.62,185.08,182.75
32604,Biopsy of sac that covers the heart using an endoscope,N,F,66,75,75,75,1723.05,382.67,299.50,296.39
32606,Biopsy of tissue in mid-chest using an endoscope,N,F,280,366,366,366,1585.92,439.62,339.26,343.29
32607,Biopsy of fluid collection in one lung using an endoscope,N,F,1001,2021,2016,2019,1074.39,292.58,226.10,229.48
32608,Biopsy of growths in one lung using an endoscope,N,F,900,1968,1959,1967,1224.62,350.07,270.78,274.15
32609,Biopsy of lung lining using an endoscope,N,F,908,1755,1745,1753,976.54,244.94,190.01,188.96
32650,Adhesion of the lung linings using an endoscope,N,F,2509,6911,6795,6909,2194.68,465.54,362.01,364.88
32651,Partial removal of chest cavity lining and lung using an endoscope,N,F,1318,2380,2360,2379,3105.66,894.33,697.44,694.47
32652,Complete removal of inside lining of chest cavity and lung using an endoscope,N,F,1362,3862,3834,3860,4340.83,1362.50,1059.09,1054.60
32653,Removal of foreign body from lining of chest cavity using an endoscope,N,F,644,1427,1391,1427,3808.65,751.74,584.01,573.53
32654,Control of bleeding in chest using an endoscope,N,F,166,249,243,249,3630.09,1042.49,810.05,757.49
32655,Removal of air sac of lung using an endoscope,N,F,725,971,962,971,2709.17,729.45,565.76,577.60
32656,Removal of lining of lung using an endoscope,N,F,365,792,782,792,2734.53,454.00,352.13,347.18
32658,Removal of blood clot or foreign body from sac that covers the heart using an endoscope,N,F,81,95,94,95,2519.16,453.95,352.08,350.85
32659,Creation of opening or partial removal of sac that covers the heart using an endoscope,N,F,430,610,606,610,2733.03,563.65,438.14,429.97
32661,Removal of cyst or growth from sac that covers the heart using an endoscope,N,F,82,86,86,86,2617.55,522.59,403.80,403.04
32662,Removal of cyst or growth from mid-chest cavity using an endoscope,N,F,467,712,709,712,2797.71,659.55,510.01,498.52
32663,Examination of lung with removal of lung lobe using an endoscope,N,F,1812,10595,10569,10589,4448.03,1093.66,850.46,828.44
32663,Examination of lung with removal of lung lobe using an endoscope,N,O,21,22,22,22,2964.40,1073.32,841.48,823.19
32664,Removal of nerves to chest cavity using an endoscope,N,F,70,85,85,85,5791.79,896.30,699.67,685.70
32665,Repair of esophagus using an endoscope,N,F,29,31,31,31,3817.48,880.49,670.48,679.87
32666,Partial removal of tissue of one lung using an endoscope,N,F,2077,8795,8702,8785,2990.60,679.87,528.24,519.47
32666,Partial removal of tissue of one lung using an endoscope,N,O,12,12,12,12,2297.67,685.06,537.09,519.15
32667,Partial removal of lung tissue using an endoscope,N,F,864,2428,1987,2002,600.88,133.33,103.71,103.72
32668,Partial removal of lung tissue using an endoscope,N,F,869,2578,2558,2561,584.33,131.56,102.55,100.69
32669,Removal of a segment of lung tissue using an endoscope,N,F,709,2012,1957,1970,4637.34,1051.05,817.91,788.60
32670,Removal of two lobes of lung using an endoscope,N,F,203,271,271,271,5175.32,1223.20,953.03,939.77
32671,Removal of lung using an endoscope,N,F,35,40,39,40,5088.94,1497.24,1171.89,1166.77
32672,Partial removal of one lung to reduce lung volume using an endoscope,N,F,55,112,89,90,5855.13,1228.92,941.04,965.95
32673,Removal of thymus gland using an endoscope,N,F,237,302,302,302,4173.87,999.80,774.98,749.01
32674,Removal of lymph nodes of mid-chest cavity using an endoscope,N,F,1768,13292,13207,13288,760.33,176.01,137.05,136.23
32674,Removal of lymph nodes of mid-chest cavity using an endoscope,N,O,24,25,25,25,475.35,165.74,129.94,128.26
32701,Thoracic targets delineation for stereotactic body radiation therapy,N,F,80,567,552,567,664.34,223.18,171.24,175.38
32701,Thoracic targets delineation for stereotactic body radiation therapy,N,O,19,117,112,117,601.05,228.79,175.40,173.75
32800,Repair of lung herniation through chest wall,N,F,87,90,89,90,2754.80,716.01,559.21,564.77
32810,Closure of chest wall after open drainage of infected lung,N,F,43,46,44,46,2419.14,644.65,495.02,470.73
32815,"Closure of abnormal drainage tract from chest cavity to lung airway, open procedure",N,F,105,136,131,135,6357.65,2181.30,1707.75,1705.03
32820,Reconstruction of the chest wall after injury,N,F,50,60,59,60,3907.41,893.64,699.78,716.61
32851,Transplant of lung,N,F,149,333,333,333,12568.93,2591.03,2004.87,1915.79
32852,Transplant of lung on heart-lung machine,N,F,64,96,96,96,13408.28,2746.91,2134.02,1971.99
32853,Transplant of both lungs,N,F,117,368,368,368,17333.95,3421.61,2681.40,2418.03
32854,Transplant of both lungs on heart-lung machine,N,F,175,425,425,425,17938.84,3573.23,2778.96,2596.78
32855,Preparation of one lung from a cadaver,N,F,136,340,340,340,1972.90,133.28,104.12,104.58
32856,Preparation of two cadaver lungs for transplantation,N,F,179,586,584,586,2801.52,158.00,123.05,124.11
32900,Removal of ribs,N,F,120,152,149,152,4085.36,848.50,657.61,632.64
32905,Removal of infected area of chest cavity,N,F,26,27,27,27,3901.39,908.97,712.17,703.38
32906,Removal of infected area in chest cavity and closure of abnormal drainage tract,N,F,43,52,51,52,5498.30,1141.03,891.62,843.96
32940,Release of lining covering lung from chest wall,N,F,28,35,35,35,3341.27,677.06,530.51,495.74
32997,Irrigation and drainage of one lung,N,F,23,56,41,56,1041.13,334.02,258.35,259.86
32998,"Destruction of growths in one lung, accessed through the skin",N,F,185,355,329,355,2525.35,292.43,225.82,224.59
32998,"Destruction of growths in one lung, accessed through the skin",N,O,7,46,44,46,2654.16,853.15,665.47,702.22
32999,Lung and lung lining procedure,N,F,314,489,478,482,1892.30,400.38,312.42,314.18
33010,Aspiration of fluid from sac that covers the heart,N,F,3340,5526,5455,5525,439.99,109.33,84.33,83.52
33010,Aspiration of fluid from sac that covers the heart,N,O,16,16,16,16,383.00,118.00,92.51,84.81
33011,Aspiration of fluid from sac that covers the heart,N,F,74,81,78,81,380.04,112.57,85.73,85.28
33015,Insertion of catheter for drainage into sac that covers the heart,N,F,603,1008,1001,1007,1549.41,483.24,376.43,379.21
33020,Removal of blood clot or foreign body from sac that covers the heart,N,F,206,233,231,233,2685.02,571.40,438.95,425.26
33025,Creation of opening or partial removal of sac that covers the heart,N,F,2980,6978,6914,6962,2385.17,607.22,472.34,466.18
33030,Removal of sac that covers the heart,N,F,381,508,504,508,4723.33,1477.76,1139.70,1129.80
33031,Removal of sac that covers the heart on heart-lung machine,N,F,255,335,335,335,5154.03,1543.57,1205.52,1172.74
33050,Removal of cyst or growth from sac that covers the heart,N,F,93,99,99,99,3216.83,533.94,414.97,384.10
33120,Removal of growth in heart on heart-lung machine,N,F,835,1041,1040,1041,5571.72,1330.00,1037.28,1022.34
33130,Removal of growth on outside of heart,N,F,50,51,51,51,4970.36,623.25,461.69,501.59
