HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Average Medicare Allowed Amount,Average Medicare Payment Amount,Average Medicare Standardized Payment Amount
21215,Repair of lower jaw bone with bone graft,N,O,141,801,706,757,4456.78,3572.09,2794.29,2879.01
21230,Harvest of rib cartilage for grafting,N,F,100,140,134,139,3241.28,551.46,429.85,422.21
21235,Obtaining ear cartilage for grafting,N,F,1817,5119,4930,5060,2844.71,321.83,250.24,252.08
21235,Obtaining ear cartilage for grafting,N,O,433,1187,1172,1178,1602.97,442.48,344.57,348.48
21240,Repair of hinged joint of upper and lower jaw bones,N,F,90,212,209,212,4378.23,910.81,694.67,665.90
21243,Repair of hinged joint of upper and lower jaw bones with prosthesis,N,F,53,80,76,80,8014.29,1707.36,1332.05,1193.80
21244,Reconstruction of lower jaw bone with insertion of bone plate,N,F,253,623,601,623,4705.73,601.64,470.13,470.05
21244,Reconstruction of lower jaw bone with insertion of bone plate,N,O,7,12,12,12,4514.67,583.30,457.31,476.66
21245,Partial repair of lower jaw or cheek bone with implant,N,F,36,61,58,60,3196.39,513.07,402.25,417.35
21248,Partial reconstruction of lower jaw or cheek bone with insertion of implant,N,F,33,110,59,60,3743.35,697.53,543.80,499.22
21248,Partial reconstruction of lower jaw or cheek bone with insertion of implant,N,O,64,254,144,153,2306.68,774.52,604.68,422.79
21249,Reconstruction of lower jaw or cheek bone with insertion of implant,N,F,18,33,24,24,5456.02,1088.51,853.39,838.15
21249,Reconstruction of lower jaw or cheek bone with insertion of implant,N,O,18,70,25,27,1882.22,1134.22,885.94,879.20
21256,Plastic reconstruction of eye socket bone,N,F,18,36,30,35,8188.86,833.08,636.74,651.32
21270,Insertion of prosthetic material to enlarge cheek bone,N,F,25,42,40,42,3184.83,788.52,606.73,551.19
21275,Plastic revision of prior eye socket and facial bone repair,N,F,22,28,26,28,4269.68,703.38,501.15,532.70
21280,Reattachment of nasal and eye socket ligament,N,F,167,324,301,313,2480.13,781.98,611.17,596.86
21280,Reattachment of nasal and eye socket ligament,N,O,20,40,39,40,1255.64,342.13,268.23,259.40
21282,Reattachment of nasal and eye socket ligament,N,F,439,1213,1077,1107,2387.21,295.44,230.17,217.13
21282,Reattachment of nasal and eye socket ligament,N,O,63,81,81,81,1180.63,278.89,218.41,204.88
21299,Skull and face bone procedure,N,F,53,67,62,62,2915.78,595.07,466.53,466.53
21310,Closed treatment of broken nasal bone,N,F,7933,10463,10456,10462,284.07,24.87,19.20,19.82
21310,Closed treatment of broken nasal bone,N,O,128,188,185,188,307.93,122.21,93.58,95.14
21315,Closed treatment of broken nasal bone,N,F,303,341,340,341,989.46,145.11,112.82,115.11
21315,Closed treatment of broken nasal bone,N,O,155,177,176,177,637.65,279.39,212.44,211.96
21320,Closed treatment of broken nasal bone with stabilization,N,F,1625,2113,2105,2113,1365.87,209.18,161.17,166.30
21320,Closed treatment of broken nasal bone with stabilization,N,O,196,250,246,250,863.02,261.20,200.31,197.19
21325,Open treatment of broken nasal bone,N,F,113,120,120,120,2680.01,481.09,371.56,376.18
21330,Open treatment of broken nasal bone and/or insertion of hardware,N,F,128,143,142,143,2664.39,494.97,386.44,389.20
21335,Open treatment of broken nasal bone and nasal cartilage,N,F,358,516,514,515,3121.95,699.71,542.93,549.78
21336,Open treatment of tissue dividing nasal passages,N,F,169,230,230,230,2805.16,642.35,496.75,508.20
21337,Closed treatment of nasal cartilage dividing nasal passages,N,F,383,466,466,466,1428.86,294.31,227.98,232.73
21337,Closed treatment of nasal cartilage dividing nasal passages,N,O,36,42,42,42,795.74,405.36,311.71,303.11
21338,Open treatment of broken nasal and eye bones,N,F,41,43,43,43,3012.61,484.52,379.87,382.86
21343,Open treatment of frontal sinus fracture,N,F,29,30,30,30,3667.03,1052.59,825.23,840.16
21344,Open treatment of depressed frontal sinus fracture,N,F,43,45,45,45,4681.93,1423.13,1113.35,1103.48
21345,Closed treatment of broken nasal and cheek bones with wiring or splinting of teeth,N,F,15,15,15,15,2938.92,451.95,354.33,347.76
21346,Open treatment of broken nasal and cheek bones with wiring of teeth and/or insertion of hardware,N,F,56,59,59,59,3450.41,772.09,605.15,613.60
21347,Open treatment of broken nasal and cheek bones,N,F,69,74,73,74,4697.52,891.68,699.08,688.56
21355,"Treatment of broken lower and upper cheek bones with manipulation, accessed through the skin",N,F,22,22,22,22,1265.67,369.89,280.94,301.77
21356,Open treatment of broken cheek bone,N,F,128,135,135,135,1772.75,353.13,269.68,279.27
21360,Open treatment of broken cheek bone,N,F,117,125,124,125,2384.47,526.26,410.35,424.68
21365,Open treatment of broken cheek bones with insertion of internal hardware,N,F,491,621,619,620,3767.12,1023.80,797.40,802.65
21366,Open treatment of broken cheek bones with bone grafting and insertion of internal hardware,N,F,12,18,17,17,6118.47,1184.22,922.02,861.31
21385,Open treatment of broken eye socket bone,N,F,33,35,35,35,2059.65,547.42,429.18,446.56
21386,Open treatment of broken eye socket bone,N,F,87,97,97,97,3229.68,532.80,417.37,419.42
21387,Open treatment of broken eye socket bone,N,F,30,34,34,34,2865.53,511.50,399.63,403.70
21390,Open treatment of broken eye socket bone with implant,N,F,759,1049,1038,1047,3530.54,829.53,645.14,654.21
21390,Open treatment of broken eye socket bone with implant,N,O,13,14,14,14,2815.07,784.75,615.24,611.63
21395,Open treatment of broken eye socket bone with bone graft,N,F,12,13,13,13,2613.30,760.82,596.49,589.77
21400,Closed treatment of broken eye socket bone,N,F,105,133,133,133,712.36,133.86,102.97,101.09
21400,Closed treatment of broken eye socket bone,N,O,28,37,37,37,761.23,184.63,138.52,142.38
21406,Open treatment of broken eye socket bone,N,F,68,86,85,86,2088.54,373.28,275.62,291.70
21407,Open treatment of broken eye socket bone with implant,N,F,190,232,228,231,3445.02,541.93,422.51,424.56
21421,Closed treatment of fracture at roof of mouth or cheek bone with insertion of hardware or oral splint,N,F,24,26,26,26,2652.97,497.33,389.89,387.44
21421,Closed treatment of fracture at roof of mouth or cheek bone with insertion of hardware or oral splint,N,O,15,15,15,15,1857.76,747.91,571.00,580.01
21422,Open treatment of fracture at roof of mouth or cheek bone,N,F,135,160,158,158,2789.13,462.79,361.66,369.80
21423,Open treatment of fracture of roof of mouth or cheek bone,N,F,103,114,111,113,3018.34,575.82,444.65,466.31
21432,Open treatment of broken bones of face and head and/or insertion of hardware,N,F,13,14,14,14,3251.43,486.59,381.49,382.18
21433,Open treatment of broken bones of face and head,N,F,24,27,27,27,4995.87,1665.25,1305.56,1281.92
21435,Open treatment of broken bones of face and head and/or insertion of hardware,N,F,18,19,18,19,4627.13,1173.31,859.67,955.53
21440,Closed treatment of broken jaw or cheek bone,N,F,58,62,61,61,1986.81,428.34,332.10,329.76
21440,Closed treatment of broken jaw or cheek bone,N,O,80,82,82,82,1185.21,543.75,422.99,445.00
21445,Open treatment of broken jaw or cheek bone,N,F,37,86,72,75,3974.69,401.91,313.76,290.77
21445,Open treatment of broken jaw or cheek bone,N,O,12,16,16,16,2688.89,595.10,466.56,488.23
21450,Closed treatment of broken jaw bone,N,F,64,66,66,66,1514.15,423.38,328.69,336.60
21450,Closed treatment of broken jaw bone,N,O,34,35,35,35,1566.37,560.65,432.98,459.97
21451,Closed treatment of broken jaw bone with manipulation,N,F,46,46,46,46,2663.08,547.81,423.15,433.13
21451,Closed treatment of broken jaw bone with manipulation,N,O,15,15,15,15,2092.53,727.30,561.00,605.27
21453,Closed treatment of broken jaw bone with insertion of hardware or oral splint,N,F,255,276,271,276,2816.82,736.41,576.17,592.42
21453,Closed treatment of broken jaw bone with insertion of hardware or oral splint,N,O,57,61,61,61,2578.71,925.19,722.83,734.15
21454,Open treatment of broken jaw bone with placement of external hardware,N,F,29,39,35,39,2301.26,444.22,348.27,363.02
21461,Open treatment of broken jaw bone,N,F,215,289,286,289,4539.81,757.11,589.46,607.90
21461,Open treatment of broken jaw bone,N,O,11,13,13,13,4201.92,1982.31,1534.40,1578.59
21462,Open treatment of broken jaw bone with insertion of hardware or oral splint,N,F,269,311,306,311,4625.93,951.47,741.21,757.89
21462,Open treatment of broken jaw bone with insertion of hardware or oral splint,N,O,13,13,13,13,4341.23,2082.54,1632.71,1809.64
21465,Open treatment of hinge of jaw bone fracture,N,F,50,55,52,55,4458.53,806.58,632.36,629.89
21470,Open treatment for broken jaw bone with insertion of hardware and/or oral splint,N,F,333,423,411,422,4191.56,1104.21,864.63,869.64
21470,Open treatment for broken jaw bone with insertion of hardware and/or oral splint,N,O,17,17,17,17,3367.63,1140.60,894.23,931.28
21480,Closed treatment of jaw temporomandibular joint (TMJ) dislocation,N,F,957,1060,977,1059,355.84,32.89,24.81,24.86
21480,Closed treatment of jaw temporomandibular joint (TMJ) dislocation,N,O,71,141,93,141,327.27,95.59,71.99,74.05
21485,Closed treatment of jaw temporomandibular joint (TMJ) dislocation,N,F,27,29,28,29,1458.64,631.54,492.66,476.33
21485,Closed treatment of jaw temporomandibular joint (TMJ) dislocation,N,O,21,50,46,50,798.63,580.19,449.09,557.35
21490,Open treatment of jaw temporomandibular joint (TMJ) dislocation,N,F,14,22,21,22,1902.05,471.79,314.58,352.80
21497,Wiring of jaw or oral splint to teeth,N,F,17,26,25,26,2097.03,393.76,308.70,307.08
21499,Musculoskeletal procedure on head,N,F,60,138,122,128,1867.96,471.86,361.74,361.74
21501,Incision and drainage of abscess or blood accumulation in soft tissues of neck or chest,N,F,2288,2973,2822,2929,1142.53,286.35,221.93,226.73
21501,Incision and drainage of abscess or blood accumulation in soft tissues of neck or chest,N,O,295,393,368,391,925.66,434.74,334.67,345.14
21502,Incision and drainage of abscess or blood accumulation in soft tissues of neck or chest with removal of rib,N,F,50,57,54,57,1353.48,404.05,316.78,318.24
21510,Incision of chest bone,N,F,31,35,34,34,1096.57,340.92,267.28,284.63
21550,Biopsy of soft tissue of neck or chest,N,F,1096,1363,1327,1337,683.36,159.81,123.73,124.93
21550,Biopsy of soft tissue of neck or chest,N,O,403,1166,1080,1127,404.89,251.64,192.42,195.51
21552,Removal of (3 centimeters or greater) tissue growth beneath the skin of neck or front of chest,N,F,3391,4699,4488,4507,1669.70,476.07,367.20,375.38
21552,Removal of (3 centimeters or greater) tissue growth beneath the skin of neck or front of chest,N,O,474,627,613,618,1008.00,401.62,306.45,314.69
21554,Removal of (5 centimeters or greater) muscle growth of neck or front of chest,N,F,1704,2053,2008,2024,2217.41,688.73,532.43,540.56
21554,Removal of (5 centimeters or greater) muscle growth of neck or front of chest,N,O,92,99,99,99,1713.25,702.84,533.49,542.41
21555,Removal of (less than 3 centimeters) tissue growth beneath the skin of neck or front of chest,N,F,3061,4383,4083,4103,1339.79,312.57,240.51,243.31
21555,Removal of (less than 3 centimeters) tissue growth beneath the skin of neck or front of chest,N,O,1282,2351,2196,2252,828.16,389.59,295.64,296.49
21556,Removal of (less than 5 centimeters) muscle growth of neck or front of chest,N,F,2274,3101,3026,3045,1790.21,568.49,438.34,445.25
21556,Removal of (less than 5 centimeters) muscle growth of neck or front of chest,N,O,238,320,312,314,1170.94,515.31,396.07,395.18
21557,Removal of (less than 5 centimeters) growth of neck or front of chest,N,F,587,827,810,822,2891.84,808.30,629.71,627.83
21557,Removal of (less than 5 centimeters) growth of neck or front of chest,N,O,48,75,74,75,1993.48,931.12,717.33,723.52
21558,Removal of (5 centimeters or greater) growth of neck or front of chest,N,F,661,894,873,892,4147.14,1192.21,928.59,924.33
21558,Removal of (5 centimeters or greater) growth of neck or front of chest,N,O,30,34,33,34,2865.57,1309.99,991.05,1044.02
21600,Removal of rib,N,F,444,797,643,651,1743.60,304.38,234.99,228.48
21610,Removal of joint joining rib and spine bone,N,F,61,94,83,83,3027.91,505.66,396.44,398.96
21615,Removal of first and/or extra rib at neck,N,F,109,195,188,195,2236.19,415.19,318.91,325.74
21620,Partial removal of chest bone,N,F,389,567,557,567,1777.81,267.75,207.24,211.78
21627,Debridement of chest bone,N,F,1305,2216,1873,2215,1939.64,353.13,275.07,279.66
21630,Removal of chest bone,N,F,99,117,114,117,4293.88,831.33,643.26,640.50
21632,Removal of chest bone with removal of lymph nodes,N,F,21,40,40,40,3250.90,486.06,381.07,375.95
21685,Repositioning of bone between chin and thyroid,N,F,68,95,94,95,3187.50,770.76,598.44,614.14
21700,Removal of neck muscle with release of nerves,N,F,33,40,39,40,1123.80,205.68,161.26,158.90
21705,Removal of neck muscle and extra rib at neck with release of nerves,N,F,35,37,37,37,2262.21,414.86,300.07,328.44
21720,"Release of tendons of neck muscle, open procedure",N,F,31,38,37,38,1637.71,325.02,247.29,257.87
21740,"Repair of depression of breast bone, open procedure",N,F,12,14,14,14,2488.71,764.08,599.04,600.28
21750,Repair of separation of chest bone,N,F,1211,2028,1986,2027,2123.29,487.05,378.36,381.73
21800,Closed treatment of broken rib,N,F,16312,39072,30447,30473,415.86,83.08,63.98,61.73
21800,Closed treatment of broken rib,N,O,1333,2753,2069,2082,270.66,92.23,68.15,61.69
21805,Open treatment of broken rib,N,F,41,145,110,110,1162.53,148.27,115.32,107.37
21810,Treatment of broken rib,N,F,77,112,109,109,1916.37,271.33,208.79,216.34
21820,Closed treatment of broken chest bone,N,F,269,314,314,314,563.49,119.34,89.21,95.72
21820,Closed treatment of broken chest bone,N,O,51,51,51,51,445.48,128.24,100.52,104.34
21825,Open treatment of broken chest bone,N,F,390,1393,1378,1393,1487.54,233.33,181.50,180.99
21899,Neck or chest procedure,N,F,105,190,165,166,1644.61,385.62,290.94,290.94
21920,Biopsy of tissue of back or flank,N,F,164,218,197,199,513.66,142.55,111.21,108.23
21920,Biopsy of tissue of back or flank,N,O,254,1151,1010,1072,350.93,232.71,177.53,180.07
21925,Biopsy of tissue of back or flank,N,F,177,278,256,257,1259.97,316.23,244.36,253.79
21925,Biopsy of tissue of back or flank,N,O,40,59,57,58,896.58,422.40,329.56,318.77
21930,Removal (less than 3 centimeters) tissue growth beneath the skin of back or flank,N,F,1967,3180,2747,2764,1513.63,339.72,262.40,259.06
21930,Removal (less than 3 centimeters) tissue growth beneath the skin of back or flank,N,O,1124,2266,2032,2109,967.86,446.44,341.13,338.59
21931,Removal (3 centimeters or greater) tissue growth beneath the skin of back or flank,N,F,3970,6374,5970,6004,1807.34,500.17,384.45,392.59
21931,Removal (3 centimeters or greater) tissue growth beneath the skin of back or flank,N,O,778,1155,1100,1123,1140.72,446.97,341.59,344.24
21932,Removal (less than 5 centimeters) muscle growth of back or flank,N,F,730,919,858,863,2349.45,567.43,435.02,438.76
21932,Removal (less than 5 centimeters) muscle growth of back or flank,N,O,152,195,184,189,1477.17,652.73,505.28,499.25
21933,Removal (5 centimeters or greater) muscle growth of back or flank,N,F,1871,2464,2382,2408,2336.83,716.66,552.88,558.01
21933,Removal (5 centimeters or greater) muscle growth of back or flank,N,O,157,178,178,178,1964.63,741.57,568.14,567.79
21935,Removal (less than 5 centimeters) tissue growth of back or flank,N,F,214,377,369,373,3046.62,955.57,747.04,725.92
21935,Removal (less than 5 centimeters) tissue growth of back or flank,N,O,48,87,85,87,2556.37,956.91,739.02,736.70
21936,Removal (5 centimeters or greater) tissue growth of back or flank,N,F,478,708,694,704,4226.49,1295.22,1012.36,997.12
21936,Removal (5 centimeters or greater) tissue growth of back or flank,N,O,16,21,21,21,4266.28,1288.87,1009.18,994.83
22010,"Drainage of abscess of upper or middle spine, open chest procedure",N,F,649,873,779,867,2817.40,674.58,520.97,529.95
22015,"Drainage of abscess of lower spine or sacrum, open procedure",N,F,1483,2691,2352,2681,2803.47,674.59,520.00,532.57
22100,Partial removal of spine bone and growth at upper spinal column,N,F,82,92,92,92,2498.02,531.45,403.85,426.66
22101,Partial removal of spine bone and growth at middle spinal column,N,F,109,117,116,116,2093.76,528.08,404.98,421.96
22102,Partial removal of spine bone and growth at lower spinal column,N,F,184,344,334,343,4863.85,849.89,664.38,658.01
22103,Partial removal of spine bone and growth in spinal column,N,F,134,272,174,177,570.99,109.95,84.55,63.96
22110,Partial removal of spine bone and growth at upper spinal column,N,F,156,196,194,195,2777.75,621.77,487.24,494.79
22112,Partial removal of spine bone and growth at middle spinal column,N,F,30,31,31,31,2472.08,534.42,415.55,401.53
22114,Partial removal of spine bone and growth at lower spinal column,N,F,53,81,79,80,2405.21,502.14,386.80,391.86
22116,Partial removal of spine bone and growth in spinal column,N,F,118,232,129,129,565.72,100.43,77.60,56.39
22206,Incision of spine to correct deformity at middle spinal column,N,F,216,303,295,302,7696.54,1540.20,1197.11,1212.29
22207,Incision of spine to correct deformity at lower spinal column,N,F,522,1135,1119,1135,7627.73,1600.32,1238.44,1246.64
22208,Incision of spine to correct deformity at middle or lower spinal column,N,F,131,453,227,232,2535.84,375.85,290.86,186.69
22210,Incision of spine to correct deformity at upper spinal column,N,F,259,393,392,392,5550.38,1115.03,867.68,868.32
22212,Incision of spine to correct deformity at middle spinal column,N,F,700,1535,1515,1533,4770.46,663.08,515.02,526.37
22214,Incision of spine to correct deformity at lower spinal column,N,F,1439,6139,6094,6138,5039.15,575.69,448.53,453.63
22214,Incision of spine to correct deformity at lower spinal column,N,O,11,15,15,15,6643.26,713.29,559.22,572.06
22216,Incision of spine bone to correct spinal deformity of spinal column,N,F,1272,11690,5040,5089,1446.65,250.77,195.23,143.07
22220,Incision of spine bone with removal of disc at upper spinal column,N,F,159,277,274,275,5049.73,862.54,660.41,681.54
22222,Incision of spine bone with removal of disc at middle spinal column,N,F,41,47,47,47,4602.44,723.79,564.03,567.67
22222,Incision of spine bone with removal of disc at middle spinal column,N,O,14,22,21,22,49.73,49.73,34.54,77.35
22224,Incision of spine bone with removal of disc material at lower spinal column,N,F,238,635,629,635,5270.74,909.68,705.25,698.66
22226,Incision of spine bone with removal of disc in spinal column,N,F,209,640,429,431,1412.31,261.66,204.32,150.64
22305,Closed treatment of broken spine bones,N,F,1051,1569,1564,1569,615.99,148.81,114.97,117.32
22305,Closed treatment of broken spine bones,N,O,560,1221,1199,1219,632.56,185.29,141.57,145.51
22310,Closed treatment of broken spine bones with casting or bracing,N,F,1496,4900,4876,4898,1113.11,277.66,215.10,218.84
22310,Closed treatment of broken spine bones with casting or bracing,N,O,1313,4204,4165,4202,1080.69,305.02,234.63,240.29
22315,Closed treatment of broken and/or dislocated spine bones with casting and/or bracing with manipulation,N,F,231,436,424,435,2465.92,733.69,570.30,564.14
22315,Closed treatment of broken and/or dislocated spine bones with casting and/or bracing with manipulation,N,O,72,123,122,123,2546.46,901.71,695.59,700.97
22318,Open treatment of broken and/or dislocated upper spine bones,N,F,553,755,745,754,5098.61,1180.19,917.72,952.86
22319,Open treatment of broken and/or dislocated upper spine bones with bone graft,N,F,34,37,37,37,5180.18,1342.31,1052.37,1049.40
22325,Open treatment of broken and/or dislocated lower spine bones,N,F,1215,3522,3487,3522,3774.70,562.04,437.97,450.89
22325,Open treatment of broken and/or dislocated lower spine bones,N,O,11,19,18,18,4205.09,958.47,751.44,665.68
22326,Open treatment of broken and/or dislocated upper spine bones,N,F,1026,1742,1728,1742,4763.95,783.39,609.70,618.68
22327,Open treatment of broken and/or dislocated middle spine bones,N,F,878,1297,1284,1295,4713.30,937.56,730.37,752.66
22328,Open treatment of broken and/or dislocated spine bones,N,F,493,1238,910,914,1468.05,204.77,159.92,129.79
22505,Manipulation of spine under anesthesia,N,F,24,93,53,93,2272.83,421.06,325.88,307.84
22505,Manipulation of spine under anesthesia,N,O,6,151,57,148,180.49,110.79,85.63,92.58
22520,"Injection of bone cement into body of middle spine bone, accessed through the skin",N,F,1497,5703,5432,5703,3442.18,520.46,406.17,415.79
22520,"Injection of bone cement into body of middle spine bone, accessed through the skin",N,O,104,281,272,281,6208.47,2049.21,1599.79,1646.91
22521,"Injection of bone cement into body of lower spine bone, accessed through the skin",N,F,1508,5929,5699,5929,3046.61,484.97,378.66,387.74
22521,"Injection of bone cement into body of lower spine bone, accessed through the skin",N,O,117,298,292,298,5877.03,2137.88,1668.13,1707.69
22522,"Injection of bone cement into body of middle or lower spine bone, accessed through the skin",N,F,853,2752,2149,2242,853.53,228.58,178.88,166.15
22522,"Injection of bone cement into body of middle or lower spine bone, accessed through the skin",N,O,41,81,70,72,1105.16,228.39,177.95,182.56
22523,"Injection of bone cement into body of middle spine bone, accessed through the skin",N,F,3864,20156,18765,20151,3565.25,670.16,522.54,533.83
22523,"Injection of bone cement into body of middle spine bone, accessed through the skin",N,O,551,2866,2586,2865,17026.94,7073.92,5528.00,5790.39
22524,"Injection of bone cement into body of lower spine bone, accessed through the skin",N,F,4172,23713,22569,23699,3604.36,628.69,490.68,500.88
22524,"Injection of bone cement into body of lower spine bone, accessed through the skin",N,O,636,3502,3251,3499,17024.85,6930.93,5417.44,5595.73
22525,"Injection of bone cement into body of middle or lower spine bone, , accessed through the skin",N,F,2555,10692,8177,8609,1763.48,260.71,203.83,183.14
22525,"Injection of bone cement into body of middle or lower spine bone, , accessed through the skin",N,O,332,1440,1178,1295,9871.50,4233.39,3311.57,3259.81
22532,"Fusion of middle spine bones with removal of disc, lateral approach",N,F,326,506,502,506,6209.96,893.66,696.55,710.42
22533,"Fusion of lower spine bones with removal of disc, lateral approach",N,F,475,2092,2082,2089,5100.72,943.56,731.74,740.06
22534,"Fusion of middle or lower spine bones with removal of disc, lateral approach",N,F,431,1397,1037,1041,1653.76,253.64,197.34,162.93
22548,"Fusion of spine bones at base of neck, oral approach",N,F,47,53,52,53,7308.64,1545.28,1210.95,1219.48
22551,"Fusion of spine bones with removal of disc at upper spinal column, anterior approach",N,F,8206,55523,55234,55457,5733.39,1148.16,886.27,926.34
22551,"Fusion of spine bones with removal of disc at upper spinal column, anterior approach",N,O,94,116,116,116,5726.81,1148.95,886.17,927.93
22552,"Fusion of spine bones with removal of disc at upper spinal column, anterior approach",N,F,6850,46229,32438,32499,1650.39,271.18,209.91,169.77
22552,"Fusion of spine bones with removal of disc at upper spinal column, anterior approach",N,O,57,101,70,70,1785.52,297.37,226.91,181.54
22554,"Fusion of spine bones with removal of disc at upper spinal column, anterior approach",N,F,3136,9158,9063,9149,4486.22,517.06,399.86,415.73
22554,"Fusion of spine bones with removal of disc at upper spinal column, anterior approach",N,O,23,25,25,25,4892.35,545.14,388.07,444.83
22556,"Fusion of middle spine bones with removal of disc, anterior approach",N,F,719,954,950,954,5928.74,895.49,690.03,700.21
22558,"Fusion of spine bones with removal of disc at lower spinal column, anterior approach",N,F,4486,26015,25749,25962,5088.55,761.39,589.36,609.14
22558,"Fusion of spine bones with removal of disc at lower spinal column, anterior approach",N,O,33,36,36,36,4202.12,693.47,540.48,544.06
22585,"Fusion of spine bones with removal of disc, anterior approach",N,F,4598,25391,17737,17856,1375.46,228.06,177.17,140.79
22585,"Fusion of spine bones with removal of disc, anterior approach",N,O,33,47,34,34,1166.45,230.54,175.01,137.73
22586,Fusion of spine bones with removal of disc at lower spinal column with posterior instrumentation and image guidance,N,F,82,131,131,131,5999.81,1286.54,1007.07,1009.41
22590,"Fusion of first two upper spine bones of spinal column, posterior approach",N,F,824,1132,1117,1131,5494.45,1142.90,889.21,893.63
22595,"Fusion of spine bones at skull base, posterior approach",N,F,1337,2103,2087,2102,5210.20,1055.96,823.77,834.16
22600,"Fusion of upper spine bones, posterior or posterolateral approach",N,F,5301,17347,17177,17332,4576.22,724.44,562.27,572.99
22600,"Fusion of upper spine bones, posterior or posterolateral approach",N,O,24,25,25,25,4259.03,839.01,657.78,685.48
22610,"Fusion of middle spine bones, posterior or posterolateral approach",N,F,3566,8564,8380,8551,4268.31,623.46,484.23,496.97
22610,"Fusion of middle spine bones, posterior or posterolateral approach",N,O,13,13,13,13,3329.64,829.05,575.46,708.61
22612,"Fusion of lower spine bones, posterior or posterolateral approach",N,F,7952,69413,68544,69311,5073.22,1026.64,797.81,814.60
22612,"Fusion of lower spine bones, posterior or posterolateral approach",N,O,104,131,129,130,5009.44,988.62,773.32,771.07
22614,"Fusion of spine bones, posterior or posterolateral approach",N,F,8105,169012,67638,68797,1512.69,280.86,218.65,160.27
22614,"Fusion of spine bones, posterior or posterolateral approach",N,O,86,200,107,108,1553.96,278.47,217.14,162.26
22630,"Fusion of lower spine bones with removal of disc, posterior approach",N,F,2497,10330,10262,10322,4825.99,994.71,773.52,799.51
22630,"Fusion of lower spine bones with removal of disc, posterior approach",N,O,19,20,20,20,3919.72,928.62,728.04,736.35
22632,"Fusion of lower spine bones with removal of disc, posterior approach",N,F,1181,3680,2969,2976,1204.57,228.25,178.57,155.09
22633,"Fusion of lower spine bones with removal of disc, posterior or posterolateral approach",N,F,6137,53182,52813,53126,6103.42,1200.62,930.68,961.22
22633,"Fusion of lower spine bones with removal of disc, posterior or posterolateral approach",N,O,57,70,69,69,4561.08,1139.81,867.35,940.91
22634,"Fusion of lower spine bones with removal of disc, posterior or posterolateral approach",N,F,3687,19831,15637,15668,1760.74,333.88,259.72,224.30
22634,"Fusion of lower spine bones with removal of disc, posterior or posterolateral approach",N,O,19,29,23,23,1454.19,385.40,285.62,259.63
22800,"Fusion of spine bones for correction of deformity, posterior approach, up to 6 vertebral segments",N,F,500,1091,1075,1090,4421.94,640.68,499.59,514.08
22802,"Fusion of spine bones for correction of deformity, posterior approach, 7 to 12 vertebral segments",N,F,635,1421,1381,1416,7197.62,1370.67,1068.23,1088.37
22804,"Fusion of spine bones for correction of deformity, posterior approach, 13 or more vertebral segments",N,F,277,506,499,506,9391.93,1701.60,1309.81,1336.35
22808,"Fusion of spine bones for correction of deformity, anterior approach, 2 to 3 vertebral segments",N,F,163,353,353,353,5828.55,1132.72,873.20,899.91
22810,"Fusion of spine bones for correction of deformity, anterior approach, 4 to 7 vertebral segments",N,F,109,165,164,165,5793.41,1294.13,975.08,1029.39
22812,"Fusion of spine bones for correction of deformity, anterior approach, 8 or more vertebral segments",N,F,15,15,15,15,5992.25,1188.46,931.75,938.67
27664,Repair of leg tendon,N,F,502,605,577,579,1868.11,420.27,327.44,329.49
22818,"Fusion of spine bones for correction of hunchback deformity, single or 2 segments",N,F,26,34,34,34,10987.84,1547.99,1213.62,1194.82
22830,Exploration of spinal fusion,N,F,3467,12839,12524,12820,3388.68,318.07,246.37,252.91
22830,Exploration of spinal fusion,N,O,23,26,26,26,3084.93,307.44,241.03,245.51
22840,"Insertion of posterior spinal instrumentation at base of neck for stabilization, 1 interspace",N,F,7918,61238,60848,61141,2960.10,522.89,405.96,418.21
22840,"Insertion of posterior spinal instrumentation at base of neck for stabilization, 1 interspace",N,O,86,93,93,93,2614.41,506.91,391.01,408.73
22842,"Insertion of posterior spinal instrumentation for spinal stabilization, 3 to 6 vertebral segments",N,F,8375,73376,72528,73279,3343.45,536.22,417.10,425.65
22842,"Insertion of posterior spinal instrumentation for spinal stabilization, 3 to 6 vertebral segments",N,O,77,89,89,89,3102.60,512.21,397.42,403.57
22843,"Insertion of posterior spinal instrumentation for spinal stabilization, 7 to 12 vertebral segments",N,F,3090,9535,9354,9530,3577.98,587.24,456.98,464.44
22844,"Insertion of posterior spinal instrumentation for spinal stabilization, 13 or more vertebral segments",N,F,585,1353,1323,1353,4322.28,689.65,535.94,543.77
22845,"Insertion of anterior spinal instrumentation for spinal stabilization, 2 to 3 vertebral segments",N,F,8471,56262,55858,56187,3091.30,513.58,397.00,413.58
22845,"Insertion of anterior spinal instrumentation for spinal stabilization, 2 to 3 vertebral segments",N,O,85,102,101,101,3079.20,490.23,375.67,394.10
22846,"Insertion of anterior spinal instrumentation for spinal stabilization, 4 to 7 vertebral segments",N,F,4350,13470,13384,13447,3153.23,525.70,408.13,420.27
22846,"Insertion of anterior spinal instrumentation for spinal stabilization, 4 to 7 vertebral segments",N,O,19,19,19,19,3279.11,632.03,463.40,513.93
