HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Average Medicare Allowed Amount,Average Medicare Payment Amount,Average Medicare Standardized Payment Amount
24342 ,Reinsertion of torn biceps or triceps tendon at elbow ,N ,F ,2330,2914,2879,2912,3500.43,842.95,647.42,670.02
24343 ,Repair of ligament at elbow ,N ,F ,872,1029,1019,1026,2612.92,435.03,336.76,342.03
24344 ,Repair of ligament at elbow ,N ,F ,92,104,104,104,3828.88,817.57,626.66,639.81
24345 ,Repair of ligament at elbow ,N ,F ,171,177,177,177,2378.21,462.00,362.27,369.58
24346 ,Repair of ligament at elbow ,N ,F ,41,44,44,44,2547.85,798.14,614.90,635.68
24357 ,"Incision of tendon to repair elbow joint, accessed through the skin ",N ,F ,349,507,488,499,2607.54,637.94,482.81,505.19
24357 ,"Incision of tendon to repair elbow joint, accessed through the skin ",N ,O ,81,164,143,163,1306.92,420.87,323.76,336.28
24358 ,"Removal of tissue and/or bone at elbow, open procedure ",N ,F ,885,1153,1111,1133,2931.32,694.45,520.90,558.26
24359 ,"Removal of tissue and/or bone at elbow with tendon repair, open procedure ",N ,F ,1267,1749,1681,1721,3352.80,826.00,629.88,653.51
24360 ,Repair of elbow joint ,N ,F ,43,43,43,43,3107.89,763.78,576.99,601.45
24361 ,Repair of elbow joint ,N ,F ,35,37,37,37,3275.54,768.48,601.95,598.94
24363 ,Prosthetic repair of elbow joint ,N ,F ,753,1025,1017,1025,4737.23,1155.84,897.75,917.40
24365 ,Repair of forearm bone at elbow ,N ,F ,96,100,100,100,2187.43,641.18,501.22,611.78
24366 ,Repair of forearm bone at elbow ,N ,F ,370,407,404,407,3333.79,887.54,688.03,717.92
24370 ,Revision of total elbow repair ,N ,F ,154,192,189,191,3981.02,1256.56,971.36,998.15
24371 ,Revision of total elbow repair ,N ,F ,111,137,135,137,5421.42,1460.77,1109.06,1185.46
24400 ,Incision to repair upper arm bone ,N ,F ,185,481,476,481,2155.96,365.21,284.26,285.27
24420 ,Reconstruction of upper arm bone ,N ,F ,35,106,105,106,2642.58,390.58,306.52,307.39
24430 ,Repair of non-healed upper arm bone ,N ,F ,857,1000,984,1000,3302.51,852.72,664.75,673.27
24435 ,Repair of non-healed upper arm bone with graft ,N ,F ,550,618,608,617,3698.70,878.11,683.99,696.27
24495 ,Incision of tissue of forearm muscle compartment with exploration of artery ,N ,F ,82,94,91,94,2055.33,427.10,334.79,331.04
24498 ,Stabilization of upper arm bone with hardware ,N ,F ,119,141,140,141,2943.13,667.03,517.65,521.45
24500 ,Closed treatment of upper arm fracture ,N ,F ,1866,2195,2190,2194,1023.05,295.54,228.98,237.29
24500 ,Closed treatment of upper arm fracture ,N ,O ,2061,2711,2691,2711,950.73,352.21,270.05,281.01
24505 ,Closed treatment of broken upper arm bone with manipulation ,N ,F ,614,660,655,660,1741.17,413.01,321.60,323.89
24505 ,Closed treatment of broken upper arm bone with manipulation ,N ,O ,205,233,229,233,1480.56,513.34,391.83,394.93
24515 ,Open treatment of broken upper arm bone ,N ,F ,2920,4016,3922,4012,2621.68,646.11,501.50,516.28
24515 ,Open treatment of broken upper arm bone ,N ,O ,13,13,13,13,1969.92,674.83,529.07,549.59
24516 ,Treatment of broken upper arm bone ,N ,F ,2202,2905,2890,2901,2599.87,672.59,522.54,533.01
24530 ,Closed treatment of growth plate or broken upper arm bone at elbow ,N ,F ,695,755,754,755,1077.25,307.28,238.94,245.58
24530 ,Closed treatment of growth plate or broken upper arm bone at elbow ,N ,O ,927,1064,1063,1064,997.87,377.31,290.60,299.78
24535 ,Closed treatment of growth plate or broken upper arm bone at elbow with manipulation ,N ,F ,218,235,232,235,1778.43,504.70,393.79,395.00
24535 ,Closed treatment of growth plate or broken upper arm bone at elbow with manipulation ,N ,O ,56,58,58,58,1972.62,626.84,489.53,481.66
24538 ,"Insertion of hardware to growth plate or broken upper arm bone at elbow, accessed through the skin ",N ,F ,117,124,124,124,2319.69,690.68,538.02,558.65
24545 ,Open treatment of growth plate or broken upper arm bone at elbow ,N ,F ,1492,1777,1762,1776,2770.53,758.28,591.17,599.98
24546 ,Open treatment of growth plate or broken upper arm at elbow ,N ,F ,1295,1586,1570,1585,3442.06,854.87,666.15,676.46
24560 ,Closed treatment of broken upper arm bone at shoulder ,N ,F ,190,194,194,194,1134.58,233.53,179.83,188.22
24560 ,Closed treatment of broken upper arm bone at shoulder ,N ,O ,253,365,276,276,657.42,231.18,177.52,186.32
24565 ,Closed treatment of broken upper arm bone at shoulder with manipulation ,N ,F ,33,33,33,33,1559.70,419.82,327.18,333.68
24575 ,Open treatment of broken upper arm bone at elbow ,N ,F ,182,187,185,187,3121.73,723.96,552.50,587.92
24576 ,Closed treatment of broken upper arm bone at shoulder joint ,N ,F ,228,238,237,237,924.96,250.33,192.11,202.03
24576 ,Closed treatment of broken upper arm bone at shoulder joint ,N ,O ,243,254,254,254,916.35,333.12,254.76,267.09
24577 ,Closed treatment of broken of upper arm bone at shoulder with manipulation ,N ,F ,46,46,46,46,1709.81,415.43,314.47,331.15
24577 ,Closed treatment of broken of upper arm bone at shoulder with manipulation ,N ,O ,11,13,12,13,1446.77,565.60,434.56,434.56
24579 ,Open treatment of broken upper arm bone at shoulder ,N ,F ,656,696,688,695,2982.86,820.74,640.45,652.47
24582 ,"Insertion of hardware to broken upper arm bone at shoulder with manipulation, accessed through the skin ",N ,F ,13,13,13,13,2523.38,791.11,620.23,629.80
24586 ,Open treatment of broken and/or dislocated upper or lower arm bones at elbow ,N ,F ,376,415,414,415,3737.87,1037.51,803.55,820.68
24587 ,Open treatment of broken and/or dislocated upper or lower arm bones at elbow with implant ,N ,F ,112,116,116,116,3636.17,953.69,737.71,761.97
24600 ,Treatment of elbow dislocation ,N ,F ,1307,1340,1337,1340,1285.55,278.24,216.08,222.76
24600 ,Treatment of elbow dislocation ,N ,O ,81,87,86,87,1003.54,359.00,276.35,278.45
24605 ,Treatment of dislocated elbow under anesthesia ,N ,F ,443,472,457,471,1444.33,417.90,323.46,333.19
24605 ,Treatment of dislocated elbow under anesthesia ,N ,O ,11,11,11,11,1241.19,490.62,377.62,362.39
24615 ,Open treatment of dislocated elbow ,N ,F ,328,367,358,367,2300.21,553.09,414.26,444.50
24620 ,Closed treatment of broken and dislocated forearm bones at elbow with manipulation ,N ,F ,109,111,111,111,1832.81,450.71,353.50,367.65
24620 ,Closed treatment of broken and dislocated forearm bones at elbow with manipulation ,N ,O ,27,34,34,34,1227.62,549.04,414.74,428.91
24635 ,Open treatment of broken and dislocated forearm bones at elbow ,N ,F ,465,513,507,513,2649.89,554.44,424.52,429.93
24650 ,Closed treatment of broken forearm bone at elbow ,N ,F ,2117,2414,2414,2414,874.52,190.22,146.23,154.05
24650 ,Closed treatment of broken forearm bone at elbow ,N ,O ,3893,6095,6078,6095,735.44,247.68,187.21,195.47
24655 ,Closed treatment of broken forearm bone at elbow with manipulation ,N ,F ,238,239,238,239,1326.32,298.00,231.87,236.72
24655 ,Closed treatment of broken forearm bone at elbow with manipulation ,N ,O ,69,79,79,79,1030.36,434.03,335.18,335.11
24665 ,Open treatment of broken forearm bone at elbow ,N ,F ,567,598,596,598,2732.48,574.90,445.69,454.46
24666 ,Open treatment of broken forearm bone at elbow with prosthetic replacement ,N ,F ,1063,1236,1231,1234,2581.97,719.56,558.85,566.58
24670 ,Closed treatment of broke forearm bone at elbow ,N ,F ,999,1071,1071,1071,916.74,210.82,161.81,167.37
24670 ,Closed treatment of broke forearm bone at elbow ,N ,O ,1254,1430,1428,1430,776.43,278.55,211.98,219.77
24675 ,Closed treatment of broken forearm bone at elbow with manipulation ,N ,F ,131,138,137,138,1424.78,320.91,249.41,252.85
24675 ,Closed treatment of broken forearm bone at elbow with manipulation ,N ,O ,37,39,38,39,1216.88,461.07,354.66,354.99
24685 ,Open treatment of broken forearm bone at elbow ,N ,F ,6188,9065,8810,9061,2397.18,587.19,455.94,460.56
24685 ,Open treatment of broken forearm bone at elbow ,N ,O ,35,35,35,35,1899.34,542.18,423.57,421.06
24800 ,Fusion of elbow joint ,N ,F ,11,12,12,12,1838.21,633.75,455.46,546.28
24900 ,Amputation at upper arm bone ,N ,F ,136,143,142,143,2193.63,596.19,462.35,480.97
24920 ,"Amputation at upper arm bone, open procedure ",N ,F ,33,33,33,33,2161.09,613.66,481.07,483.23
24930 ,Re-amputation of remaining arm at upper arm bone ,N ,F ,24,25,24,25,2408.95,665.60,521.83,511.06
24999 ,Upper arm and elbow procedure ,N ,F ,111,118,116,116,2486.97,449.40,346.31,346.31
25000 ,Incision to repair tendon covering at wrist ,N ,F ,4492,12383,12051,12287,2285.58,431.99,331.39,344.99
25000 ,Incision to repair tendon covering at wrist ,N ,O ,140,200,193,199,988.98,278.70,212.49,225.91
25001 ,Incision to repair tendon covering at wrist ,N ,F ,145,191,190,191,1996.82,335.57,257.21,265.00
25020 ,Incision of tissue of forearm and/or wrist muscle compartment ,N ,F ,398,1408,1264,1389,3969.58,730.36,568.75,542.15
25023 ,Incision of tissue of forearm and/or wrist muscle compartment with removal of muscle and/or nerve ,N ,F ,119,130,126,130,3235.66,1050.45,816.89,818.07
25024 ,Incision of tissue of forearm and/or wrist muscle compartment ,N ,F ,140,148,147,148,2438.51,764.03,592.50,605.52
25025 ,Incision of tissue of forearm and/or wrist muscle compartment with removal of muscle and/or nerve ,N ,F ,98,107,101,107,3378.71,1194.46,934.97,952.24
25028 ,Drainage of abscess or blood accumulation at forearm and/or wrist ,N ,F ,1497,1911,1747,1851,1503.31,476.41,369.70,377.25
25028 ,Drainage of abscess or blood accumulation at forearm and/or wrist ,N ,O ,93,96,96,96,1045.00,482.51,370.00,403.64
25031 ,Drainage of infected fluid-filled sac (bursa) of forearm and/or wrist ,N ,F ,78,86,84,85,1173.44,312.40,244.92,250.84
25031 ,Drainage of infected fluid-filled sac (bursa) of forearm and/or wrist ,N ,O ,27,31,28,30,844.89,347.37,257.82,280.90
25035 ,Incision of forearm and/or wrist bone ,N ,F ,102,117,110,115,1936.02,458.40,357.65,361.12
25040 ,Drainage or removal of foreign body of wrist joint ,N ,F ,474,723,675,723,2324.27,526.06,409.40,415.75
25065 ,Biopsy of tissue of forearm and/or wrist ,N ,F ,121,149,132,132,663.17,128.84,100.13,102.75
25065 ,Biopsy of tissue of forearm and/or wrist ,N ,O ,156,992,818,901,314.48,206.63,157.95,167.90
25066 ,Biopsy of tissue of forearm and/or wrist ,N ,F ,145,184,176,180,1656.27,371.21,288.08,284.54
25066 ,Biopsy of tissue of forearm and/or wrist ,N ,O ,14,18,17,17,495.82,309.58,240.66,247.82
25071 ,Removal (3 centimeters or greater) tissue growth beneath the skin at forearm and/or wrist ,N ,F ,1331,1677,1496,1501,2100.44,464.86,359.38,366.24
25071 ,Removal (3 centimeters or greater) tissue growth beneath the skin at forearm and/or wrist ,N ,O ,241,342,306,320,936.26,352.59,269.18,276.31
25073 ,Removal (3 centimeters or greater) muscle growth at forearm and/or wrist ,N ,F ,764,936,909,915,2204.76,527.35,409.71,416.10
25073 ,Removal (3 centimeters or greater) muscle growth at forearm and/or wrist ,N ,O ,40,46,44,45,1532.29,502.35,378.38,379.87
25075 ,Removal (less than 3 centimeters) tissue growth beneath the skin at forearm and/or wrist ,N ,F ,1906,2963,2244,2258,1661.71,306.79,236.50,241.41
25075 ,Removal (less than 3 centimeters) tissue growth beneath the skin at forearm and/or wrist ,N ,O ,710,1263,935,1013,956.44,399.21,306.69,307.07
25076 ,Removal (less than 3 centimeters) muscle growth at forearm and/or wrist ,N ,F ,793,1087,1026,1034,2191.95,482.16,372.58,375.86
25076 ,Removal (less than 3 centimeters) muscle growth at forearm and/or wrist ,N ,O ,70,99,95,97,1055.80,500.87,385.79,385.60
25077 ,Removal (less than 3 centimeters) tissue growth at forearm and/or wrist ,N ,F ,110,150,148,150,3146.13,799.04,625.69,626.70
25077 ,Removal (less than 3 centimeters) tissue growth at forearm and/or wrist ,N ,O ,10,14,13,14,2032.67,862.98,668.35,642.17
25078 ,Removal (3 centimeters or greater) tissue growth at forearm and/or wrist ,N ,F ,308,446,424,440,4033.28,1068.51,828.91,835.26
25078 ,Removal (3 centimeters or greater) tissue growth at forearm and/or wrist ,N ,O ,18,21,21,21,2925.88,1222.47,957.98,944.32
25085 ,Incision to repair wrist joint ,N ,F ,142,222,217,222,2259.31,396.75,307.87,309.96
25100 ,Incision of joint capsule of wrist ,N ,F ,61,73,68,73,1614.67,370.55,289.11,288.53
25101 ,Incision and exploration of wrist joint ,N ,F ,296,372,362,371,1871.80,429.10,331.69,343.31
25105 ,Incision to repair wrist joint ,N ,F ,422,587,573,586,2734.67,521.29,407.16,405.53
25107 ,Incision to repair wrist joint with repair of cartilage ,N ,F ,187,253,251,252,2546.50,495.87,384.46,396.70
25109 ,Removal of tendon of forearm and/or wrist ,N ,F ,162,239,200,202,2403.38,480.14,373.26,375.12
25110 ,Removal of growth of tendon covering at forearm and/or wrist ,N ,F ,394,435,432,433,2085.14,405.45,312.35,321.36
25110 ,Removal of growth of tendon covering at forearm and/or wrist ,N ,O ,23,23,23,23,686.61,270.84,202.32,242.64
25111 ,Removal of cyst at wrist ,N ,F ,4515,8498,8423,8467,2164.53,431.68,332.27,345.31
25111 ,Removal of cyst at wrist ,N ,O ,167,197,194,195,909.45,293.08,220.82,231.45
25112 ,Removal of cyst at wrist ,N ,F ,608,668,666,668,2263.08,483.71,372.17,386.68
25112 ,Removal of cyst at wrist ,N ,O ,12,12,12,12,1057.16,376.65,293.91,295.86
25115 ,Removal of fluid-filled sac (bursa) of wrist joint lining or forearm tendon ,N ,F ,1359,4802,4262,4607,3410.21,731.57,566.45,567.07
25115 ,Removal of fluid-filled sac (bursa) of wrist joint lining or forearm tendon ,N ,O ,16,34,32,34,4040.74,759.94,588.36,595.46
25116 ,Removal of fluid-filled sac (bursa) of wrist joint lining or forearm tendon ,N ,F ,953,1391,1352,1374,2999.68,561.26,432.79,445.33
25118 ,Removal of lining of tendon covering of wrist ,N ,F ,1276,2627,2158,2195,2522.25,527.53,407.05,412.74
25118 ,Removal of lining of tendon covering of wrist ,N ,O ,13,14,13,13,2118.59,343.42,269.24,251.78
25119 ,Removal of lining of tendon covering of wrist ,N ,F ,138,150,148,149,2907.06,505.29,387.74,391.14
25120 ,Removal of forearm bone cyst or growth ,N ,F ,259,293,286,287,3543.75,671.11,522.54,526.32
25125 ,Removal of forearm bone cyst or growth with patient-derived bone graft ,N ,F ,25,27,27,27,3055.24,585.04,448.63,480.91
25126 ,Removal of forearm bone cyst or growth with donor bone graft ,N ,F ,28,28,28,28,2284.65,560.62,422.78,455.71
25130 ,Removal of wrist bone cyst or growth ,N ,F ,292,392,380,384,3027.64,586.65,452.84,465.62
25135 ,Removal of wrist bone cyst or growth with patient-derived bone graft ,N ,F ,40,44,44,44,2692.63,460.91,357.02,371.47
25136 ,Removal of wrist bone cyst or growth with donor bone graft ,N ,F ,22,22,22,22,2122.50,475.78,370.27,372.05
25145 ,Removal of dead forearm and/or wrist bone ,N ,F ,38,39,38,39,2023.70,417.77,323.90,327.82
25150 ,Partial removal of forearm bone ,N ,F ,135,146,141,146,3089.05,540.95,422.76,428.23
25151 ,Partial removal of forearm bone ,N ,F ,135,154,152,154,2502.49,504.92,391.14,402.06
25170 ,Removal of forearm bone growth ,N ,F ,42,42,42,42,7106.93,1148.69,897.83,884.97
25210 ,Removal of wrist bone ,N ,F ,1285,3093,2828,2852,2104.34,400.82,309.15,319.59
25215 ,Removal of multiple wrist bones ,N ,F ,1198,1751,1665,1670,2916.05,626.75,477.95,503.65
25230 ,Partial removal of wrist bone ,N ,F ,459,696,695,696,2658.18,469.31,359.89,369.85
25240 ,Partial removal of forearm bone ,N ,F ,1143,1655,1640,1655,2569.81,434.73,333.28,343.15
25246 ,Injection of dye for X-ray imaging of wrist joint ,N ,F ,621,799,790,796,339.91,76.77,57.15,59.56
25246 ,Injection of dye for X-ray imaging of wrist joint ,N ,O ,498,1004,930,1003,518.37,166.65,126.47,128.29
25248 ,Removal of foreign body of forearm or wrist ,N ,F ,204,220,212,215,1728.57,403.79,310.43,320.86
25248 ,Removal of foreign body of forearm or wrist ,N ,O ,41,41,41,41,914.35,383.84,294.23,327.44
25250 ,Removal of wrist prosthesis ,N ,F ,34,43,43,43,1501.48,440.39,345.05,355.20
25251 ,Removal of wrist prosthesis ,N ,F ,24,26,26,26,2140.85,553.46,425.97,444.82
25259 ,Manipulation of wrist under anesthesia ,N ,F ,171,211,207,211,1536.40,358.43,277.01,282.35
25260 ,Repair of tendon or muscle of forearm and/or wrist ,N ,F ,471,1153,660,663,2807.81,450.28,349.88,350.07
25260 ,Repair of tendon or muscle of forearm and/or wrist ,N ,O ,10,12,12,12,1799.92,578.54,441.98,454.53
25263 ,Repair of tendon or muscle of forearm and/or wrist ,N ,F ,71,130,91,93,3622.21,568.49,445.64,400.71
25265 ,Repair of forearm and/or wrist tendon or muscle with graft ,N ,F ,108,132,112,112,3010.03,644.64,504.74,491.91
25270 ,Repair of forearm and/or wrist tendon or muscle ,N ,F ,503,919,563,568,2527.76,453.28,352.87,347.87
25272 ,Repair of forearm and/or wrist tendon or muscle ,N ,F ,70,107,77,78,2615.64,411.62,319.81,318.32
25274 ,Repair of forearm and/or wrist tendon or muscle with graft ,N ,F ,109,177,117,118,2767.28,584.88,454.78,430.36
25275 ,Repair of forearm and/or wrist tendon covering with graft ,N ,F ,178,206,200,202,3210.34,696.82,527.92,556.51
25280 ,Lengthening or shortening of tendon of forearm and/or wrist ,N ,F ,459,1678,1049,1067,2580.74,398.36,307.25,305.56
25290 ,"Incision of tendon of forearm and/or wrist, open procedure ",N ,F ,689,2994,2111,2134,2352.33,337.44,262.35,256.52
25295 ,Removal of scar tissue of tendon of forearm and/or wrist ,N ,F ,650,2295,1106,1128,2414.25,384.28,297.93,284.64
25300 ,Anchoring of tendon of fingers to wrist bone ,N ,F ,74,162,158,162,2480.37,478.73,371.12,384.82
25301 ,Anchoring of tendon of fingers to wrist bone ,N ,F ,224,566,554,565,2675.88,427.21,329.71,347.08
25310 ,Relocation of tendon of forearm and/or wrist ,N ,F ,2714,11830,10308,10449,3133.88,406.06,314.04,319.75
25310 ,Relocation of tendon of forearm and/or wrist ,N ,O ,29,40,33,33,2661.04,303.74,233.38,257.30
25312 ,Relocation of tendon of forearm and/or wrist with grafts ,N ,F ,271,737,550,553,2934.97,606.01,468.04,471.27
25315 ,Repair of tendon of forearm and/or wrist ,N ,F ,30,37,32,33,2545.54,656.86,498.36,508.95
25320 ,"Repair of wrist joint, open procedure ",N ,F ,792,1180,1161,1176,3723.90,988.07,759.24,787.76
25332 ,Repair of wrist joint ,N ,F ,237,408,401,407,4117.19,908.40,703.68,712.27
25337 ,Repair of tendons of outer forearm at wrist joint ,N ,F ,289,389,382,389,4984.86,1117.63,871.57,865.66
25350 ,Incision to repair forearm bone ,N ,F ,282,390,321,321,2628.28,572.65,441.21,446.99
25355 ,Incision to repair forearm bone ,N ,F ,12,12,12,12,2742.05,564.79,442.80,426.45
25360 ,Incision to repair forearm bone ,N ,F ,279,317,309,317,2286.95,449.22,347.31,357.10
25365 ,Incision to repair forearm bone ,N ,F ,16,16,16,16,3308.52,930.68,731.68,746.32
25390 ,Shortening of one of the forearm bones ,N ,F ,478,592,577,590,3621.62,898.91,683.34,710.04
25391 ,Lengthening of one of the forearm bones with patient-derived bone graft ,N ,F ,30,37,37,37,3502.07,757.65,570.27,599.54
25394 ,Shortening of bone of wrist ,N ,F ,24,46,45,45,2317.46,671.26,526.27,535.88
25400 ,Repair non-healed fracture of forearm bone ,N ,F ,855,981,970,981,3778.28,1071.24,825.45,852.08
25405 ,Repair non-healed fracture of forearm bone with patient-derived bone graft ,N ,F ,593,682,677,682,4639.64,1169.55,902.87,924.80
25415 ,Repair non-healed fracture of forearm bones ,N ,F ,48,50,50,50,3184.84,868.76,678.80,693.44
25420 ,Repair non-healed fracture of forearm bones with patient-derived bone graft ,N ,F ,65,68,68,68,5293.08,1353.46,1058.38,1067.15
25425 ,Repair of forearm bone ,N ,F ,12,12,12,12,3888.07,901.49,655.69,748.05
25430 ,Insertion of vascular bone graft into wrist bone ,N ,F ,23,24,24,24,3260.25,872.54,684.07,692.08
25431 ,Repair of non-healed wrist bone ,N ,F ,21,22,22,22,4661.82,1105.54,810.70,894.04
25440 ,Repair of non-healed wrist bone ,N ,F ,204,210,209,210,4586.71,1003.93,774.32,793.28
25441 ,Removal of forearm bone at wrist ,N ,F ,45,54,54,54,3628.98,1014.86,794.13,810.01
25442 ,Removal of forearm bone at wrist ,N ,F ,94,114,112,114,4427.86,1234.82,958.83,987.68
25443 ,Removal of wrist bone ,N ,F ,11,16,16,16,2671.63,592.24,453.12,478.20
25445 ,Removal of wrist bone ,N ,F ,180,430,422,430,3363.35,840.08,649.38,665.90
25446 ,Removal of forearm bone at wrist ,N ,F ,103,130,130,130,4711.67,1105.76,860.64,873.67
25447 ,Removal of bone joints between wrist and fingers ,N ,F ,5807,29021,27993,28557,3905.51,989.30,761.68,786.80
25447 ,Removal of bone joints between wrist and fingers ,N ,O ,73,89,88,88,2770.69,752.53,573.00,605.18
25449 ,Removal and reinsertion of implant at wrist joint ,N ,F ,120,139,138,139,3997.85,1113.67,862.29,881.04
25490 ,Stabilization of forearm bone ,N ,F ,44,70,70,70,2916.36,464.33,362.62,370.97
25500 ,Closed treatment of broken forearm bone ,N ,F ,291,327,327,327,784.12,207.58,160.51,171.15
25500 ,Closed treatment of broken forearm bone ,N ,O ,601,822,816,822,686.28,262.67,198.87,208.61
25505 ,Closed treatment of broken forearm bone with manipulation ,N ,F ,188,206,206,206,1570.61,398.48,308.42,318.75
25505 ,Closed treatment of broken forearm bone with manipulation ,N ,O ,116,125,125,125,1164.41,481.31,370.03,389.71
25515 ,Open treatment of broken forearm bone ,N ,F ,777,831,826,830,2287.95,601.83,466.76,482.68
25520 ,Closed treatment of broken forearm and dislocated wrist bones ,N ,F ,28,29,29,29,1831.23,474.54,365.87,367.23
25520 ,Closed treatment of broken forearm and dislocated wrist bones ,N ,O ,20,20,20,20,1974.65,575.89,444.15,447.58
25525 ,Open treatment of broken forearm bone and closed treatment of joint dislocation ,N ,F ,202,210,209,209,2830.84,698.68,539.41,549.97
25526 ,Open treatment of broken forearm bone ,N ,F ,76,90,90,90,3241.04,930.21,725.62,733.12
25530 ,Closed treatment of broken forearm bone ,N ,F ,641,689,688,689,789.12,191.46,146.24,152.24
25530 ,Closed treatment of broken forearm bone ,N ,O ,1346,1574,1568,1573,712.01,251.35,190.56,199.99
25535 ,Closed treatment of broken forearm bone with manipulation ,N ,F ,216,233,232,233,1780.21,268.02,207.70,210.15
25535 ,Closed treatment of broken forearm bone with manipulation ,N ,O ,54,57,57,57,1454.52,483.45,361.96,363.73
25545 ,Open treatment of broken forearm bone ,N ,F ,1555,1802,1785,1800,2218.44,480.60,373.03,384.08
25560 ,Closed treatment of broken forearm bones ,N ,F ,279,308,308,308,818.54,208.26,159.86,167.04
25560 ,Closed treatment of broken forearm bones ,N ,O ,564,786,694,696,633.71,235.51,178.72,188.00
25565 ,Closed treatment of broken forearm bones with manipulation ,N ,F ,514,539,537,539,1691.09,397.67,309.82,318.69
25565 ,Closed treatment of broken forearm bones with manipulation ,N ,O ,161,179,179,179,1434.29,521.11,403.78,406.74
25574 ,Open treatment of broken forearm bones ,N ,F ,275,295,293,295,2230.58,617.60,480.30,489.90
25575 ,Open treatment of broken forearm bones ,N ,F ,1201,1336,1326,1335,2719.32,797.80,615.87,631.69
25575 ,Open treatment of broken forearm bones ,N ,O ,11,13,13,13,3164.71,959.89,752.56,729.09
25600 ,Closed treatment of broken forearm bones ,N ,F ,8501,13548,13356,13369,989.07,260.81,201.24,210.05
25600 ,Closed treatment of broken forearm bones ,N ,O ,8949,31569,31434,31541,862.73,322.86,246.13,256.03
25605 ,Closed treatment of broken or growth plate separate of forearm bone at wrist with manipulation ,N ,F ,10129,15816,14529,14567,1762.93,402.60,312.06,321.34
25605 ,Closed treatment of broken or growth plate separate of forearm bone at wrist with manipulation ,N ,O ,3386,6763,6348,6405,1491.95,521.72,401.05,407.77
25606 ,"Insertion of hardware to lower forearm bone broken or growth plate separation, accessed through the skin ",N ,F ,2333,3971,3957,3968,2376.16,680.54,526.12,549.47
25606 ,"Insertion of hardware to lower forearm bone broken or growth plate separation, accessed through the skin ",N ,O ,58,65,65,65,1702.70,650.29,506.93,516.35
25607 ,Open treatment of broken of lower forearm bone or growth plate separation with insertion of hardware ,N ,F ,6541,13066,13002,13048,3138.90,1039.80,804.62,829.66
25607 ,Open treatment of broken of lower forearm bone or growth plate separation with insertion of hardware ,N ,O ,57,59,59,59,1967.79,502.21,387.91,404.97
25608 ,Open treatment of broken of lower forearm or growth plate separation with insertion of hardware of 2 fragments ,N ,F ,5459,10229,10186,10208,3529.25,1154.27,893.21,915.79
25608 ,Open treatment of broken of lower forearm or growth plate separation with insertion of hardware of 2 fragments ,N ,O ,38,43,43,43,2163.20,745.90,582.10,580.41
25609 ,Open treatment of broken of lower forearm or growth plate separation with insertion of hardware 3 or more fragments ,N ,F ,7778,21878,21741,21843,4043.23,1286.34,998.53,1011.43
25609 ,Open treatment of broken of lower forearm or growth plate separation with insertion of hardware 3 or more fragments ,N ,O ,75,79,79,79,2739.09,918.69,718.28,725.32
25622 ,Closed treatment of broken wrist bone ,N ,F ,634,677,676,677,951.69,218.64,168.79,177.16
25622 ,Closed treatment of broken wrist bone ,N ,O ,1360,1679,1672,1679,824.62,284.42,217.29,227.42
25624 ,Closed treatment of broken wrist bone with manipulation ,N ,F ,44,46,46,46,1455.19,327.58,254.20,252.65
25624 ,Closed treatment of broken wrist bone with manipulation ,N ,O ,24,31,31,31,1030.60,465.91,355.06,372.69
25628 ,Open treatment of broken wrist bone ,N ,F ,490,542,537,540,3150.16,802.31,621.45,631.11
25630 ,Closed treatment of broken wrist bone ,N ,F ,613,661,656,656,955.03,231.76,177.50,186.06
25630 ,Closed treatment of broken wrist bone ,N ,O ,1286,1638,1634,1636,865.16,291.57,221.62,230.55
25635 ,Closed treatment of broken wrist bone with manipulation ,N ,F ,60,65,63,63,1518.86,291.35,220.83,234.62
25635 ,Closed treatment of broken wrist bone with manipulation ,N ,O ,22,27,27,27,1032.96,449.22,343.65,350.37
25645 ,Open treatment of broken wrist bone ,N ,F ,90,93,91,91,2237.27,576.04,448.42,457.66
25650 ,Closed treatment of broken forearm at wrist bone ,N ,F ,682,770,770,770,1171.08,218.62,168.46,177.40
25650 ,Closed treatment of broken forearm at wrist bone ,N ,O ,557,627,627,627,840.46,291.60,223.49,235.28
25651 ,"Insertion of hardware broken bone of forearm at wrist, accessed through the skin ",N ,F ,297,336,333,336,1917.06,305.57,239.15,242.28
25652 ,Open treatment of broken wrist ,N ,F ,549,669,667,669,2842.31,506.87,395.54,399.47
25660 ,Closed treatment of dislocated wrist with manipulation ,N ,F ,71,73,73,73,1187.58,307.61,237.49,247.51
25660 ,Closed treatment of dislocated wrist with manipulation ,N ,O ,16,20,20,20,858.60,309.94,242.99,299.85
25670 ,Open treatment of dislocated 1 or more wrist joint bones ,N ,F ,86,216,212,216,1724.16,254.47,196.48,198.44
25671 ,"Insertion of hardware to dislocated wrist, accessed through the skin ",N ,F ,99,104,103,104,1789.73,358.86,280.31,288.65
25675 ,Closed treatment of dislocated wrist with manipulation ,N ,F ,313,336,336,336,1603.10,296.21,227.95,240.46
25675 ,Closed treatment of dislocated wrist with manipulation ,N ,O ,13,13,13,13,1209.90,443.18,347.46,337.25
